dataset,id,task_type,template_name,prompt_family,prompt,question,context,options,gold_answer,gold_text,item_id,backend,model,raw_response,response,predicted,exact_match,f1
arc_challenge,arc_challenge_0001,mcq,bullet,bullet,"- Question: Cities control the amount of pollution that is allowed to come from cars. How does this most likely help people?
- Choices: A) The air stays cleaner. B) Cars can travel at faster speeds. C) The skills of the drivers improve. D) It becomes safer to drive on the roads.
- Response: one letter",Cities control the amount of pollution that is allowed to come from cars. How does this most likely help people?,,"['A) The air stays cleaner.', 'B) Cars can travel at faster speeds.', 'C) The skills of the drivers improve.', 'D) It becomes safer to drive on the roads.']",A,The air stays cleaner.,arc_challenge_0001,mock,gpt-4o-mini,A,A,A,1,
arc_challenge,arc_challenge_0001,mcq,question_first,question_first,"Which option is correct?
Cities control the amount of pollution that is allowed to come from cars. How does this most likely help people?
A) The air stays cleaner. B) Cars can travel at faster speeds. C) The skills of the drivers improve. D) It becomes safer to drive on the roads.
Answer:",Cities control the amount of pollution that is allowed to come from cars. How does this most likely help people?,,"['A) The air stays cleaner.', 'B) Cars can travel at faster speeds.', 'C) The skills of the drivers improve.', 'D) It becomes safer to drive on the roads.']",A,The air stays cleaner.,arc_challenge_0001,mock,gpt-4o-mini,A,A,A,1,
arc_challenge,arc_challenge_0001,mcq,narrative,narrative,A student asks: Cities control the amount of pollution that is allowed to come from cars. How does this most likely help people?. The choices are A) The air stays cleaner. B) Cars can travel at faster speeds. C) The skills of the drivers improve. D) It becomes safer to drive on the roads.. Reply with the correct letter only.,Cities control the amount of pollution that is allowed to come from cars. How does this most likely help people?,,"['A) The air stays cleaner.', 'B) Cars can travel at faster speeds.', 'C) The skills of the drivers improve.', 'D) It becomes safer to drive on the roads.']",A,The air stays cleaner.,arc_challenge_0001,mock,gpt-4o-mini,A,A,A,1,
arc_challenge,arc_challenge_0002,mcq,direct,direct,"Answer the following multiple-choice question. Return only the option letter.
Question: Which statement correctly describes a physical characteristic of the Moon?
Options: A) The Moon is made of hot gases. B) The Moon is covered with many craters. C) The Moon has many bodies of liquid water. D) The Moon has the ability to give off its own light.",Which statement correctly describes a physical characteristic of the Moon?,,"['A) The Moon is made of hot gases.', 'B) The Moon is covered with many craters.', 'C) The Moon has many bodies of liquid water.', 'D) The Moon has the ability to give off its own light.']",B,The Moon is covered with many craters.,arc_challenge_0002,mock,gpt-4o-mini,B,B,B,1,
arc_challenge,arc_challenge_0002,mcq,role,role,"You are a careful exam solver. Answer with only one option letter.
Question: Which statement correctly describes a physical characteristic of the Moon?
Options: A) The Moon is made of hot gases. B) The Moon is covered with many craters. C) The Moon has many bodies of liquid water. D) The Moon has the ability to give off its own light.",Which statement correctly describes a physical characteristic of the Moon?,,"['A) The Moon is made of hot gases.', 'B) The Moon is covered with many craters.', 'C) The Moon has many bodies of liquid water.', 'D) The Moon has the ability to give off its own light.']",B,The Moon is covered with many craters.,arc_challenge_0002,mock,gpt-4o-mini,B,B,B,1,
arc_challenge,arc_challenge_0002,mcq,minimal,minimal,"Which statement correctly describes a physical characteristic of the Moon?
A) The Moon is made of hot gases. B) The Moon is covered with many craters. C) The Moon has many bodies of liquid water. D) The Moon has the ability to give off its own light.
Letter only:",Which statement correctly describes a physical characteristic of the Moon?,,"['A) The Moon is made of hot gases.', 'B) The Moon is covered with many craters.', 'C) The Moon has many bodies of liquid water.', 'D) The Moon has the ability to give off its own light.']",B,The Moon is covered with many craters.,arc_challenge_0002,mock,gpt-4o-mini,B,B,B,1,
arc_challenge,arc_challenge_0002,mcq,verbose,verbose,"Think carefully about the question, then return only the final option letter.
Question: Which statement correctly describes a physical characteristic of the Moon?
Options: A) The Moon is made of hot gases. B) The Moon is covered with many craters. C) The Moon has many bodies of liquid water. D) The Moon has the ability to give off its own light.",Which statement correctly describes a physical characteristic of the Moon?,,"['A) The Moon is made of hot gases.', 'B) The Moon is covered with many craters.', 'C) The Moon has many bodies of liquid water.', 'D) The Moon has the ability to give off its own light.']",B,The Moon is covered with many craters.,arc_challenge_0002,mock,gpt-4o-mini,B,B,B,1,
arc_challenge,arc_challenge_0002,mcq,format_strict,format_strict,"Choose the correct option and respond in the format 'Answer: X'.
Question: Which statement correctly describes a physical characteristic of the Moon?
Options: A) The Moon is made of hot gases. B) The Moon is covered with many craters. C) The Moon has many bodies of liquid water. D) The Moon has the ability to give off its own light.",Which statement correctly describes a physical characteristic of the Moon?,,"['A) The Moon is made of hot gases.', 'B) The Moon is covered with many craters.', 'C) The Moon has many bodies of liquid water.', 'D) The Moon has the ability to give off its own light.']",B,The Moon is covered with many craters.,arc_challenge_0002,mock,gpt-4o-mini,B,B,B,1,
arc_challenge,arc_challenge_0002,mcq,bullet,bullet,"- Question: Which statement correctly describes a physical characteristic of the Moon?
- Choices: A) The Moon is made of hot gases. B) The Moon is covered with many craters. C) The Moon has many bodies of liquid water. D) The Moon has the ability to give off its own light.
- Response: one letter",Which statement correctly describes a physical characteristic of the Moon?,,"['A) The Moon is made of hot gases.', 'B) The Moon is covered with many craters.', 'C) The Moon has many bodies of liquid water.', 'D) The Moon has the ability to give off its own light.']",B,The Moon is covered with many craters.,arc_challenge_0002,mock,gpt-4o-mini,B,B,B,1,
arc_challenge,arc_challenge_0002,mcq,question_first,question_first,"Which option is correct?
Which statement correctly describes a physical characteristic of the Moon?
A) The Moon is made of hot gases. B) The Moon is covered with many craters. C) The Moon has many bodies of liquid water. D) The Moon has the ability to give off its own light.
Answer:",Which statement correctly describes a physical characteristic of the Moon?,,"['A) The Moon is made of hot gases.', 'B) The Moon is covered with many craters.', 'C) The Moon has many bodies of liquid water.', 'D) The Moon has the ability to give off its own light.']",B,The Moon is covered with many craters.,arc_challenge_0002,mock,gpt-4o-mini,B,B,B,1,
arc_challenge,arc_challenge_0002,mcq,narrative,narrative,A student asks: Which statement correctly describes a physical characteristic of the Moon?. The choices are A) The Moon is made of hot gases. B) The Moon is covered with many craters. C) The Moon has many bodies of liquid water. D) The Moon has the ability to give off its own light.. Reply with the correct letter only.,Which statement correctly describes a physical characteristic of the Moon?,,"['A) The Moon is made of hot gases.', 'B) The Moon is covered with many craters.', 'C) The Moon has many bodies of liquid water.', 'D) The Moon has the ability to give off its own light.']",B,The Moon is covered with many craters.,arc_challenge_0002,mock,gpt-4o-mini,B,B,B,1,
arc_challenge,arc_challenge_0003,mcq,direct,direct,"Answer the following multiple-choice question. Return only the option letter.
Question: Which object in the solar system is orbited by a belt of asteroids?
Options: A) Pluto B) Saturn C) the Sun D) the Moon",Which object in the solar system is orbited by a belt of asteroids?,,"['A) Pluto', 'B) Saturn', 'C) the Sun', 'D) the Moon']",C,the Sun,arc_challenge_0003,mock,gpt-4o-mini,C,C,C,1,
arc_challenge,arc_challenge_0003,mcq,role,role,"You are a careful exam solver. Answer with only one option letter.
Question: Which object in the solar system is orbited by a belt of asteroids?
Options: A) Pluto B) Saturn C) the Sun D) the Moon",Which object in the solar system is orbited by a belt of asteroids?,,"['A) Pluto', 'B) Saturn', 'C) the Sun', 'D) the Moon']",C,the Sun,arc_challenge_0003,mock,gpt-4o-mini,C,C,C,1,
arc_challenge,arc_challenge_0003,mcq,minimal,minimal,"Which object in the solar system is orbited by a belt of asteroids?
A) Pluto B) Saturn C) the Sun D) the Moon
Letter only:",Which object in the solar system is orbited by a belt of asteroids?,,"['A) Pluto', 'B) Saturn', 'C) the Sun', 'D) the Moon']",C,the Sun,arc_challenge_0003,mock,gpt-4o-mini,C,C,C,1,
arc_challenge,arc_challenge_0003,mcq,verbose,verbose,"Think carefully about the question, then return only the final option letter.
Question: Which object in the solar system is orbited by a belt of asteroids?
Options: A) Pluto B) Saturn C) the Sun D) the Moon",Which object in the solar system is orbited by a belt of asteroids?,,"['A) Pluto', 'B) Saturn', 'C) the Sun', 'D) the Moon']",C,the Sun,arc_challenge_0003,mock,gpt-4o-mini,C,C,C,1,
arc_challenge,arc_challenge_0003,mcq,format_strict,format_strict,"Choose the correct option and respond in the format 'Answer: X'.
Question: Which object in the solar system is orbited by a belt of asteroids?
Options: A) Pluto B) Saturn C) the Sun D) the Moon",Which object in the solar system is orbited by a belt of asteroids?,,"['A) Pluto', 'B) Saturn', 'C) the Sun', 'D) the Moon']",C,the Sun,arc_challenge_0003,mock,gpt-4o-mini,C,C,C,1,
arc_challenge,arc_challenge_0003,mcq,bullet,bullet,"- Question: Which object in the solar system is orbited by a belt of asteroids?
- Choices: A) Pluto B) Saturn C) the Sun D) the Moon
- Response: one letter",Which object in the solar system is orbited by a belt of asteroids?,,"['A) Pluto', 'B) Saturn', 'C) the Sun', 'D) the Moon']",C,the Sun,arc_challenge_0003,mock,gpt-4o-mini,C,C,C,1,
arc_challenge,arc_challenge_0003,mcq,question_first,question_first,"Which option is correct?
Which object in the solar system is orbited by a belt of asteroids?
A) Pluto B) Saturn C) the Sun D) the Moon
Answer:",Which object in the solar system is orbited by a belt of asteroids?,,"['A) Pluto', 'B) Saturn', 'C) the Sun', 'D) the Moon']",C,the Sun,arc_challenge_0003,mock,gpt-4o-mini,C,C,C,1,
arc_challenge,arc_challenge_0003,mcq,narrative,narrative,A student asks: Which object in the solar system is orbited by a belt of asteroids?. The choices are A) Pluto B) Saturn C) the Sun D) the Moon. Reply with the correct letter only.,Which object in the solar system is orbited by a belt of asteroids?,,"['A) Pluto', 'B) Saturn', 'C) the Sun', 'D) the Moon']",C,the Sun,arc_challenge_0003,mock,gpt-4o-mini,C,C,C,1,
arc_challenge,arc_challenge_0004,mcq,direct,direct,"Answer the following multiple-choice question. Return only the option letter.
Question: Light waves that cross from an air medium to a water medium will
Options: A) be focused into a straight line. B) lose energy and dissipate. C) change length and direction. D) reflect off the water's surface.",Light waves that cross from an air medium to a water medium will,,"['A) be focused into a straight line.', 'B) lose energy and dissipate.', 'C) change length and direction.', ""D) reflect off the water's surface.""]",C,change length and direction.,arc_challenge_0004,mock,gpt-4o-mini,C,C,C,1,
arc_challenge,arc_challenge_0004,mcq,role,role,"You are a careful exam solver. Answer with only one option letter.
Question: Light waves that cross from an air medium to a water medium will
Options: A) be focused into a straight line. B) lose energy and dissipate. C) change length and direction. D) reflect off the water's surface.",Light waves that cross from an air medium to a water medium will,,"['A) be focused into a straight line.', 'B) lose energy and dissipate.', 'C) change length and direction.', ""D) reflect off the water's surface.""]",C,change length and direction.,arc_challenge_0004,mock,gpt-4o-mini,C,C,C,1,
arc_challenge,arc_challenge_0004,mcq,minimal,minimal,"Light waves that cross from an air medium to a water medium will
A) be focused into a straight line. B) lose energy and dissipate. C) change length and direction. D) reflect off the water's surface.
Letter only:",Light waves that cross from an air medium to a water medium will,,"['A) be focused into a straight line.', 'B) lose energy and dissipate.', 'C) change length and direction.', ""D) reflect off the water's surface.""]",C,change length and direction.,arc_challenge_0004,mock,gpt-4o-mini,C,C,C,1,
arc_challenge,arc_challenge_0004,mcq,verbose,verbose,"Think carefully about the question, then return only the final option letter.
Question: Light waves that cross from an air medium to a water medium will
Options: A) be focused into a straight line. B) lose energy and dissipate. C) change length and direction. D) reflect off the water's surface.",Light waves that cross from an air medium to a water medium will,,"['A) be focused into a straight line.', 'B) lose energy and dissipate.', 'C) change length and direction.', ""D) reflect off the water's surface.""]",C,change length and direction.,arc_challenge_0004,mock,gpt-4o-mini,C,C,C,1,
arc_challenge,arc_challenge_0004,mcq,format_strict,format_strict,"Choose the correct option and respond in the format 'Answer: X'.
Question: Light waves that cross from an air medium to a water medium will
Options: A) be focused into a straight line. B) lose energy and dissipate. C) change length and direction. D) reflect off the water's surface.",Light waves that cross from an air medium to a water medium will,,"['A) be focused into a straight line.', 'B) lose energy and dissipate.', 'C) change length and direction.', ""D) reflect off the water's surface.""]",C,change length and direction.,arc_challenge_0004,mock,gpt-4o-mini,C,C,C,1,
arc_challenge,arc_challenge_0004,mcq,bullet,bullet,"- Question: Light waves that cross from an air medium to a water medium will
- Choices: A) be focused into a straight line. B) lose energy and dissipate. C) change length and direction. D) reflect off the water's surface.
- Response: one letter",Light waves that cross from an air medium to a water medium will,,"['A) be focused into a straight line.', 'B) lose energy and dissipate.', 'C) change length and direction.', ""D) reflect off the water's surface.""]",C,change length and direction.,arc_challenge_0004,mock,gpt-4o-mini,C,C,C,1,
arc_challenge,arc_challenge_0004,mcq,question_first,question_first,"Which option is correct?
Light waves that cross from an air medium to a water medium will
A) be focused into a straight line. B) lose energy and dissipate. C) change length and direction. D) reflect off the water's surface.
Answer:",Light waves that cross from an air medium to a water medium will,,"['A) be focused into a straight line.', 'B) lose energy and dissipate.', 'C) change length and direction.', ""D) reflect off the water's surface.""]",C,change length and direction.,arc_challenge_0004,mock,gpt-4o-mini,C,C,C,1,
arc_challenge,arc_challenge_0004,mcq,narrative,narrative,A student asks: Light waves that cross from an air medium to a water medium will. The choices are A) be focused into a straight line. B) lose energy and dissipate. C) change length and direction. D) reflect off the water's surface.. Reply with the correct letter only.,Light waves that cross from an air medium to a water medium will,,"['A) be focused into a straight line.', 'B) lose energy and dissipate.', 'C) change length and direction.', ""D) reflect off the water's surface.""]",C,change length and direction.,arc_challenge_0004,mock,gpt-4o-mini,C,C,C,1,
arc_challenge,arc_challenge_0005,mcq,direct,direct,"Answer the following multiple-choice question. Return only the option letter.
Question: How many valence electrons does selenium have?
Options: A) 3 B) 5 C) 6 D) 8",How many valence electrons does selenium have?,,"['A) 3', 'B) 5', 'C) 6', 'D) 8']",C,6,arc_challenge_0005,mock,gpt-4o-mini,C,C,C,1,
arc_challenge,arc_challenge_0005,mcq,role,role,"You are a careful exam solver. Answer with only one option letter.
Question: How many valence electrons does selenium have?
Options: A) 3 B) 5 C) 6 D) 8",How many valence electrons does selenium have?,,"['A) 3', 'B) 5', 'C) 6', 'D) 8']",C,6,arc_challenge_0005,mock,gpt-4o-mini,C,C,C,1,
arc_challenge,arc_challenge_0005,mcq,minimal,minimal,"How many valence electrons does selenium have?
A) 3 B) 5 C) 6 D) 8
Letter only:",How many valence electrons does selenium have?,,"['A) 3', 'B) 5', 'C) 6', 'D) 8']",C,6,arc_challenge_0005,mock,gpt-4o-mini,C,C,C,1,
arc_challenge,arc_challenge_0005,mcq,verbose,verbose,"Think carefully about the question, then return only the final option letter.
Question: How many valence electrons does selenium have?
Options: A) 3 B) 5 C) 6 D) 8",How many valence electrons does selenium have?,,"['A) 3', 'B) 5', 'C) 6', 'D) 8']",C,6,arc_challenge_0005,mock,gpt-4o-mini,C,C,C,1,
arc_challenge,arc_challenge_0005,mcq,format_strict,format_strict,"Choose the correct option and respond in the format 'Answer: X'.
Question: How many valence electrons does selenium have?
Options: A) 3 B) 5 C) 6 D) 8",How many valence electrons does selenium have?,,"['A) 3', 'B) 5', 'C) 6', 'D) 8']",C,6,arc_challenge_0005,mock,gpt-4o-mini,C,C,C,1,
arc_challenge,arc_challenge_0005,mcq,bullet,bullet,"- Question: How many valence electrons does selenium have?
- Choices: A) 3 B) 5 C) 6 D) 8
- Response: one letter",How many valence electrons does selenium have?,,"['A) 3', 'B) 5', 'C) 6', 'D) 8']",C,6,arc_challenge_0005,mock,gpt-4o-mini,C,C,C,1,
arc_challenge,arc_challenge_0005,mcq,question_first,question_first,"Which option is correct?
How many valence electrons does selenium have?
A) 3 B) 5 C) 6 D) 8
Answer:",How many valence electrons does selenium have?,,"['A) 3', 'B) 5', 'C) 6', 'D) 8']",C,6,arc_challenge_0005,mock,gpt-4o-mini,C,C,C,1,
arc_challenge,arc_challenge_0005,mcq,narrative,narrative,A student asks: How many valence electrons does selenium have?. The choices are A) 3 B) 5 C) 6 D) 8. Reply with the correct letter only.,How many valence electrons does selenium have?,,"['A) 3', 'B) 5', 'C) 6', 'D) 8']",C,6,arc_challenge_0005,mock,gpt-4o-mini,C,C,C,1,
arc_challenge,arc_challenge_0006,mcq,direct,direct,"Answer the following multiple-choice question. Return only the option letter.
Question: As a warm moist air mass moving northward collides with a strong cold air mass moving southward, what observations will most likely be made?
Options: A) Thick fog develops. B) Temperatures increase. C) Clouds begin to form. D) Winds die down.","As a warm moist air mass moving northward collides with a strong cold air mass moving southward, what observations will most likely be made?",,"['A) Thick fog develops.', 'B) Temperatures increase.', 'C) Clouds begin to form.', 'D) Winds die down.']",C,Clouds begin to form.,arc_challenge_0006,mock,gpt-4o-mini,C,C,C,1,
arc_challenge,arc_challenge_0006,mcq,role,role,"You are a careful exam solver. Answer with only one option letter.
Question: As a warm moist air mass moving northward collides with a strong cold air mass moving southward, what observations will most likely be made?
Options: A) Thick fog develops. B) Temperatures increase. C) Clouds begin to form. D) Winds die down.","As a warm moist air mass moving northward collides with a strong cold air mass moving southward, what observations will most likely be made?",,"['A) Thick fog develops.', 'B) Temperatures increase.', 'C) Clouds begin to form.', 'D) Winds die down.']",C,Clouds begin to form.,arc_challenge_0006,mock,gpt-4o-mini,C,C,C,1,
arc_challenge,arc_challenge_0006,mcq,minimal,minimal,"As a warm moist air mass moving northward collides with a strong cold air mass moving southward, what observations will most likely be made?
A) Thick fog develops. B) Temperatures increase. C) Clouds begin to form. D) Winds die down.
Letter only:","As a warm moist air mass moving northward collides with a strong cold air mass moving southward, what observations will most likely be made?",,"['A) Thick fog develops.', 'B) Temperatures increase.', 'C) Clouds begin to form.', 'D) Winds die down.']",C,Clouds begin to form.,arc_challenge_0006,mock,gpt-4o-mini,C,C,C,1,
arc_challenge,arc_challenge_0006,mcq,verbose,verbose,"Think carefully about the question, then return only the final option letter.
Question: As a warm moist air mass moving northward collides with a strong cold air mass moving southward, what observations will most likely be made?
Options: A) Thick fog develops. B) Temperatures increase. C) Clouds begin to form. D) Winds die down.","As a warm moist air mass moving northward collides with a strong cold air mass moving southward, what observations will most likely be made?",,"['A) Thick fog develops.', 'B) Temperatures increase.', 'C) Clouds begin to form.', 'D) Winds die down.']",C,Clouds begin to form.,arc_challenge_0006,mock,gpt-4o-mini,C,C,C,1,
arc_challenge,arc_challenge_0006,mcq,format_strict,format_strict,"Choose the correct option and respond in the format 'Answer: X'.
Question: As a warm moist air mass moving northward collides with a strong cold air mass moving southward, what observations will most likely be made?
Options: A) Thick fog develops. B) Temperatures increase. C) Clouds begin to form. D) Winds die down.","As a warm moist air mass moving northward collides with a strong cold air mass moving southward, what observations will most likely be made?",,"['A) Thick fog develops.', 'B) Temperatures increase.', 'C) Clouds begin to form.', 'D) Winds die down.']",C,Clouds begin to form.,arc_challenge_0006,mock,gpt-4o-mini,C,C,C,1,
arc_challenge,arc_challenge_0006,mcq,bullet,bullet,"- Question: As a warm moist air mass moving northward collides with a strong cold air mass moving southward, what observations will most likely be made?
- Choices: A) Thick fog develops. B) Temperatures increase. C) Clouds begin to form. D) Winds die down.
- Response: one letter","As a warm moist air mass moving northward collides with a strong cold air mass moving southward, what observations will most likely be made?",,"['A) Thick fog develops.', 'B) Temperatures increase.', 'C) Clouds begin to form.', 'D) Winds die down.']",C,Clouds begin to form.,arc_challenge_0006,mock,gpt-4o-mini,C,C,C,1,
arc_challenge,arc_challenge_0006,mcq,question_first,question_first,"Which option is correct?
As a warm moist air mass moving northward collides with a strong cold air mass moving southward, what observations will most likely be made?
A) Thick fog develops. B) Temperatures increase. C) Clouds begin to form. D) Winds die down.
Answer:","As a warm moist air mass moving northward collides with a strong cold air mass moving southward, what observations will most likely be made?",,"['A) Thick fog develops.', 'B) Temperatures increase.', 'C) Clouds begin to form.', 'D) Winds die down.']",C,Clouds begin to form.,arc_challenge_0006,mock,gpt-4o-mini,C,C,C,1,
arc_challenge,arc_challenge_0006,mcq,narrative,narrative,"A student asks: As a warm moist air mass moving northward collides with a strong cold air mass moving southward, what observations will most likely be made?. The choices are A) Thick fog develops. B) Temperatures increase. C) Clouds begin to form. D) Winds die down.. Reply with the correct letter only.","As a warm moist air mass moving northward collides with a strong cold air mass moving southward, what observations will most likely be made?",,"['A) Thick fog develops.', 'B) Temperatures increase.', 'C) Clouds begin to form.', 'D) Winds die down.']",C,Clouds begin to form.,arc_challenge_0006,mock,gpt-4o-mini,C,C,C,1,
arc_challenge,arc_challenge_0007,mcq,direct,direct,"Answer the following multiple-choice question. Return only the option letter.
Question: Chemical weathering occurs when minerals in rocks are changed chemically. Which of these will most likely change the rate of chemical weathering on a rock?
Options: A) decrease in air temperature B) increase in rainfall amounts C) slow movement of a glacier D) rapid growth of plant roots",Chemical weathering occurs when minerals in rocks are changed chemically. Which of these will most likely change the rate of chemical weathering on a rock?,,"['A) decrease in air temperature', 'B) increase in rainfall amounts', 'C) slow movement of a glacier', 'D) rapid growth of plant roots']",B,increase in rainfall amounts,arc_challenge_0007,mock,gpt-4o-mini,B,B,B,1,
arc_challenge,arc_challenge_0007,mcq,role,role,"You are a careful exam solver. Answer with only one option letter.
Question: Chemical weathering occurs when minerals in rocks are changed chemically. Which of these will most likely change the rate of chemical weathering on a rock?
Options: A) decrease in air temperature B) increase in rainfall amounts C) slow movement of a glacier D) rapid growth of plant roots",Chemical weathering occurs when minerals in rocks are changed chemically. Which of these will most likely change the rate of chemical weathering on a rock?,,"['A) decrease in air temperature', 'B) increase in rainfall amounts', 'C) slow movement of a glacier', 'D) rapid growth of plant roots']",B,increase in rainfall amounts,arc_challenge_0007,mock,gpt-4o-mini,B,B,B,1,
arc_challenge,arc_challenge_0007,mcq,minimal,minimal,"Chemical weathering occurs when minerals in rocks are changed chemically. Which of these will most likely change the rate of chemical weathering on a rock?
A) decrease in air temperature B) increase in rainfall amounts C) slow movement of a glacier D) rapid growth of plant roots
Letter only:",Chemical weathering occurs when minerals in rocks are changed chemically. Which of these will most likely change the rate of chemical weathering on a rock?,,"['A) decrease in air temperature', 'B) increase in rainfall amounts', 'C) slow movement of a glacier', 'D) rapid growth of plant roots']",B,increase in rainfall amounts,arc_challenge_0007,mock,gpt-4o-mini,B,B,B,1,
arc_challenge,arc_challenge_0007,mcq,verbose,verbose,"Think carefully about the question, then return only the final option letter.
Question: Chemical weathering occurs when minerals in rocks are changed chemically. Which of these will most likely change the rate of chemical weathering on a rock?
Options: A) decrease in air temperature B) increase in rainfall amounts C) slow movement of a glacier D) rapid growth of plant roots",Chemical weathering occurs when minerals in rocks are changed chemically. Which of these will most likely change the rate of chemical weathering on a rock?,,"['A) decrease in air temperature', 'B) increase in rainfall amounts', 'C) slow movement of a glacier', 'D) rapid growth of plant roots']",B,increase in rainfall amounts,arc_challenge_0007,mock,gpt-4o-mini,B,B,B,1,
arc_challenge,arc_challenge_0007,mcq,format_strict,format_strict,"Choose the correct option and respond in the format 'Answer: X'.
Question: Chemical weathering occurs when minerals in rocks are changed chemically. Which of these will most likely change the rate of chemical weathering on a rock?
Options: A) decrease in air temperature B) increase in rainfall amounts C) slow movement of a glacier D) rapid growth of plant roots",Chemical weathering occurs when minerals in rocks are changed chemically. Which of these will most likely change the rate of chemical weathering on a rock?,,"['A) decrease in air temperature', 'B) increase in rainfall amounts', 'C) slow movement of a glacier', 'D) rapid growth of plant roots']",B,increase in rainfall amounts,arc_challenge_0007,mock,gpt-4o-mini,B,B,B,1,
arc_challenge,arc_challenge_0007,mcq,bullet,bullet,"- Question: Chemical weathering occurs when minerals in rocks are changed chemically. Which of these will most likely change the rate of chemical weathering on a rock?
- Choices: A) decrease in air temperature B) increase in rainfall amounts C) slow movement of a glacier D) rapid growth of plant roots
- Response: one letter",Chemical weathering occurs when minerals in rocks are changed chemically. Which of these will most likely change the rate of chemical weathering on a rock?,,"['A) decrease in air temperature', 'B) increase in rainfall amounts', 'C) slow movement of a glacier', 'D) rapid growth of plant roots']",B,increase in rainfall amounts,arc_challenge_0007,mock,gpt-4o-mini,B,B,B,1,
arc_challenge,arc_challenge_0007,mcq,question_first,question_first,"Which option is correct?
Chemical weathering occurs when minerals in rocks are changed chemically. Which of these will most likely change the rate of chemical weathering on a rock?
A) decrease in air temperature B) increase in rainfall amounts C) slow movement of a glacier D) rapid growth of plant roots
Answer:",Chemical weathering occurs when minerals in rocks are changed chemically. Which of these will most likely change the rate of chemical weathering on a rock?,,"['A) decrease in air temperature', 'B) increase in rainfall amounts', 'C) slow movement of a glacier', 'D) rapid growth of plant roots']",B,increase in rainfall amounts,arc_challenge_0007,mock,gpt-4o-mini,B,B,B,1,
arc_challenge,arc_challenge_0007,mcq,narrative,narrative,A student asks: Chemical weathering occurs when minerals in rocks are changed chemically. Which of these will most likely change the rate of chemical weathering on a rock?. The choices are A) decrease in air temperature B) increase in rainfall amounts C) slow movement of a glacier D) rapid growth of plant roots. Reply with the correct letter only.,Chemical weathering occurs when minerals in rocks are changed chemically. Which of these will most likely change the rate of chemical weathering on a rock?,,"['A) decrease in air temperature', 'B) increase in rainfall amounts', 'C) slow movement of a glacier', 'D) rapid growth of plant roots']",B,increase in rainfall amounts,arc_challenge_0007,mock,gpt-4o-mini,B,B,B,1,
arc_challenge,arc_challenge_0008,mcq,direct,direct,"Answer the following multiple-choice question. Return only the option letter.
Question: A toy truck rolls over a smooth surface. If the surface is covered with sand, the truck will most likely roll
Options: A) slower B) faster C) at the same speed","A toy truck rolls over a smooth surface. If the surface is covered with sand, the truck will most likely roll",,"['A) slower', 'B) faster', 'C) at the same speed']",A,slower,arc_challenge_0008,mock,gpt-4o-mini,A,A,A,1,
arc_challenge,arc_challenge_0008,mcq,role,role,"You are a careful exam solver. Answer with only one option letter.
Question: A toy truck rolls over a smooth surface. If the surface is covered with sand, the truck will most likely roll
Options: A) slower B) faster C) at the same speed","A toy truck rolls over a smooth surface. If the surface is covered with sand, the truck will most likely roll",,"['A) slower', 'B) faster', 'C) at the same speed']",A,slower,arc_challenge_0008,mock,gpt-4o-mini,A,A,A,1,
arc_challenge,arc_challenge_0008,mcq,minimal,minimal,"A toy truck rolls over a smooth surface. If the surface is covered with sand, the truck will most likely roll
A) slower B) faster C) at the same speed
Letter only:","A toy truck rolls over a smooth surface. If the surface is covered with sand, the truck will most likely roll",,"['A) slower', 'B) faster', 'C) at the same speed']",A,slower,arc_challenge_0008,mock,gpt-4o-mini,A,A,A,1,
arc_challenge,arc_challenge_0008,mcq,verbose,verbose,"Think carefully about the question, then return only the final option letter.
Question: A toy truck rolls over a smooth surface. If the surface is covered with sand, the truck will most likely roll
Options: A) slower B) faster C) at the same speed","A toy truck rolls over a smooth surface. If the surface is covered with sand, the truck will most likely roll",,"['A) slower', 'B) faster', 'C) at the same speed']",A,slower,arc_challenge_0008,mock,gpt-4o-mini,A,A,A,1,
arc_challenge,arc_challenge_0008,mcq,format_strict,format_strict,"Choose the correct option and respond in the format 'Answer: X'.
Question: A toy truck rolls over a smooth surface. If the surface is covered with sand, the truck will most likely roll
Options: A) slower B) faster C) at the same speed","A toy truck rolls over a smooth surface. If the surface is covered with sand, the truck will most likely roll",,"['A) slower', 'B) faster', 'C) at the same speed']",A,slower,arc_challenge_0008,mock,gpt-4o-mini,A,A,A,1,
arc_challenge,arc_challenge_0008,mcq,bullet,bullet,"- Question: A toy truck rolls over a smooth surface. If the surface is covered with sand, the truck will most likely roll
- Choices: A) slower B) faster C) at the same speed
- Response: one letter","A toy truck rolls over a smooth surface. If the surface is covered with sand, the truck will most likely roll",,"['A) slower', 'B) faster', 'C) at the same speed']",A,slower,arc_challenge_0008,mock,gpt-4o-mini,A,A,A,1,
arc_challenge,arc_challenge_0008,mcq,question_first,question_first,"Which option is correct?
A toy truck rolls over a smooth surface. If the surface is covered with sand, the truck will most likely roll
A) slower B) faster C) at the same speed
Answer:","A toy truck rolls over a smooth surface. If the surface is covered with sand, the truck will most likely roll",,"['A) slower', 'B) faster', 'C) at the same speed']",A,slower,arc_challenge_0008,mock,gpt-4o-mini,A,A,A,1,
